owner.login_name	owner.type	open_issues_count	has_wiki	has_downloads	has_projects	archived	size	fork	owner_popularity	contributor_popularity	average_commit_char_count	num_contributors	num_pull_requests	num_releases	commits	created_time	updated_time
TheOtherDude_TSP_benchmarks	1	0	1	1	1	0	81	0	0	0	35.07692307692308	1	0	0	13	20160611	20160611
TheProjecter_rtsprequest	1	0	0	0	1	0	0	0	0	0	114.0	2	0	0	10	20151111	20151111
TheRayTracer_XML-input-stream	1	0	1	1	1	0	96	0	0	0	13.666666666666666	1	0	0	3	20120317	20161210
TheRobotStudio_trs_gui	1	0	1	1	1	0	372	0	0	0	6.0	1	0	0	1	20150211	20150211
TheRobotStudio_trs_vision	1	0	1	1	1	0	1480	0	0	0	6.0	1	0	0	1	20150211	20150211
TheRohan_AHalloweenNightsDream	1	0	1	1	1	0	121288	0	0	0	8.4	1	0	0	5	20170602	20170602
TheRybinS_Door	1	0	1	1	1	0	30	0	0	0	60.333333333333336	1	0	0	9	20131222	20181005
TheShawarmaShack_Folders-alot-of-folders	0	0	1	1	1	0	160	0	0	0	75.71428571428571	2	0	0	7	20151017	20151017
TheSkyFucker_object-oriented	1	0	1	1	1	0	8301	0	0	0	9.285714285714286	1	0	0	7	20160125	20160127
TheThreeDog_TD-FrameWork	1	0	1	1	1	0	66	0	0	0	29.75	1	0	0	26	20170302	20181106
TheWisp_SC2API	1	1	1	1	1	1	46314	0	11	0	34.3	2	0	0	20	20160409	20180729
TheXGood_OctoLib	1	0	1	1	1	0	0	0	0	0	36.2	1	0	0	5	20151108	20151108
TheZoq2_SealEngine	1	0	1	1	1	0	29	0	0	0	32.2	1	0	0	10	20151212	20151212
TheZoq2_Space	1	0	1	1	1	0	3220	0	0	0	33.7	1	0	0	10	20141125	20150201
Themaister_SLIMPlayer	1	0	1	1	1	0	276	0	0	0	31.066666666666666	1	0	0	106	20101219	20180606
Themakew_Fisics	1	0	1	1	1	0	320	0	0	0	23.5	1	0	0	4	20141017	20141017
Thesane_mbed-serial-jpeg-camera	1	0	1	1	1	0	136	0	0	0	15.0	1	0	0	3	20141013	20141208
ThiefOfBagEnd_Binary-Array-List	1	0	1	1	1	0	30	0	0	0	54.714285714285715	1	0	0	14	20151103	20170324
Think7_QRedisClient	1	0	1	1	1	0	19	0	0	0	62.333333333333336	2	0	0	6	20160826	20181003
ThirdPartyNinjas_NinjaGui	1	0	1	1	1	0	208	0	0	0	48.666666666666664	1	0	0	6	20140415	20140605
ThirteenAG_Hooking.Patterns	1	0	1	1	1	0	36	0	30	90	42.7	5	0	0	36	20170207	20180625
ThirtySomething_Billiard	1	0	1	1	1	0	78	0	0	0	57.18518518518518	2	0	0	27	20170512	20181021
ThirtySomething_TKVS	1	0	1	1	1	0	47	0	0	0	37.916666666666664	1	0	0	12	20170711	20181021
ThirtySomething_YAIP	1	0	1	1	1	0	947	0	0	0	41.7	2	0	11	143	20160917	20181027
ThisIsAreku_ArbreLexicographique	1	0	1	1	1	0	1052	0	0	0	12.0	1	0	0	1	20140103	20140103
ThomasPadfield_DrugDev	1	0	1	1	1	0	28	0	0	0	20.423076923076923	2	0	0	26	20171025	20171025
ThomasThelen_Convex-Hull	1	1	1	1	1	0	50	0	0	0	26.9	1	0	0	20	20170729	20180730
Thulinma_ndsplus	1	9	1	1	1	0	140	0	0	0	63.125	1	0	0	8	20121114	20181029
TiNredmc_HPDL1414_clock	1	0	0	1	1	0	1284	0	0	0	31.666666666666668	1	0	0	12	20170613	20181018
Tiago-Ling_Submarine	1	0	1	1	1	0	168	0	0	0	32.666666666666664	1	0	0	6	20150711	20150821
TianYuanChu_CourseraCpp	1	0	1	1	1	0	116	0	0	0	23.5	1	0	0	4	20131016	20131029
TianyiChen_creader	1	0	0	1	1	0	9	0	0	0	28.0	1	0	1	11	20161112	20170112
TianyouLi_fusekit	1	4	0	0	1	0	69	0	0	0	33.53846153846154	1	0	0	13	20150423	20150425
TidalPaladin_ESPLed	1	3	1	1	1	0	229	0	0	0	19.454545454545453	1	1	0	11	20171010	20180122
Tigole_Console	1	0	1	1	1	0	128	0	0	0	16.0	1	0	0	4	20150418	20150418
TileNguyen_learnC	1	0	1	1	1	0	148	0	0	0	14.0	1	0	0	3	20150619	20150619
TimSevereijns_ContainerPrinter	1	0	1	1	1	0	107	0	0	0	101.7	1	0	0	36	20161029	20161103
TimSevereijns_Stopwatch	1	0	1	1	1	0	25138	0	0	0	91.25	1	0	0	16	20160327	20170329
TimSevereijns_Tree	1	0	1	1	1	0	365	0	0	0	118.1	1	0	0	67	20160305	20181019
TimboInSpace_Armin	1	2	1	1	1	0	140	0	0	0	54.666666666666664	1	0	0	3	20150317	20160420
TimerChen_Tank-Plus	1	0	1	1	1	0	2912	0	0	0	24.0	2	0	0	37	20160809	20181007
TinkurLab_TinkurWash	0	0	1	1	1	0	8549	0	0	0	15.0	2	0	0	6	20150418	20181006
TinyTronics_TM1637_6D	1	3	1	1	1	0	9	0	0	0	26.0	1	1	0	6	20170825	20180930
TkkrLab_I2-Reprap-Config	0	0	1	1	1	0	168	0	0	0	72.0	2	0	0	3	20141107	20141127
Tloz_Cliss	1	0	1	1	1	0	108	0	0	0	20.0	1	0	0	2	20131127	20131127
Tloz_MTGE	1	0	1	1	1	0	168	0	0	0	33.125	1	0	0	8	20140218	20141110
Tloz_PKMNE	1	0	1	1	1	0	272	0	0	0	25.7	1	0	0	43	20131129	20140225
TmCrafz_GUI-SFML	1	0	1	1	1	0	628	0	0	0	33.6	1	0	0	360	20161001	20170202
ToStand_ArchiveTarCpp	1	0	1	1	1	0	318	0	0	0	10.555555555555555	1	0	0	9	20161207	20161207
TochigiV_APSubmission	1	0	1	1	1	0	3271	0	0	0	32.7	1	0	0	97	20170408	20180929
Todrek_Grafy-implementacja	1	0	1	1	1	0	12	0	0	0	30.192307692307693	3	0	0	26	20160319	20160320
Toeger_WinTop	1	0	1	1	1	0	52	0	0	0	30.333333333333332	1	0	0	3	20151229	20160809
Togashi-Tomato_MineSweeper	1	0	1	1	1	0	300	0	0	0	23.25	2	0	0	12	20141210	20150111
Tokiyoru_TESTPROJECT	1	0	1	1	1	0	6	0	0	0	14.4	1	0	0	5	20170529	20170529
Tolaniht01_AI-planner	1	0	1	1	1	0	462	0	0	0	30.375	1	0	0	16	20170405	20170406
Tom-VdE_Drizzle-plugin	1	0	1	1	1	0	472	0	0	0	45.733333333333334	1	0	0	34	20150515	20150522
TomLaMantia_CP411_Klax	1	1	1	1	1	0	2290	0	7	0	43.3	2	1	0	36	20141107	20150103
TomSouza_GameObject_LibUnicornio	1	0	1	1	1	0	16444	0	0	0	165.33333333333334	1	0	0	33	20160420	20160420
TomTondeur_FbxReader	1	0	1	1	1	0	11	0	0	0	36.25	1	0	0	4	20130911	20160119
TomTondeur_LuaLink	1	0	1	1	1	0	89	0	0	0	67.5	1	0	0	24	20131007	20160120
Tombert_CASOTMM	1	0	1	1	1	0	124	0	0	0	50.888888888888886	2	0	0	9	20130830	20141024
TomeC_parse_conf	1	0	1	1	1	0	11	0	0	0	12.5	1	0	0	10	20140924	20160127
Tomislaw_papersky	1	0	1	1	1	0	14194	0	0	0	7.2	1	0	0	5	20170529	20170529
Tomtombusiness_SI4703_Driver	1	0	1	1	1	0	23	0	0	0	19.8	1	0	0	5	20170104	20180522
TongTang_fvava	1	0	1	1	1	0	136	0	0	0	21.0	1	0	0	5	20150623	20150623
ToniA_arduino-heatpumpir	1	21	1	1	1	0	299	0	30	53	70.53333333333333	13	0	1	184	20180816	20180816
ToniBig_cpp-autoargs	1	1	1	1	1	0	144	0	0	0	31.533333333333335	1	0	0	58	20131028	20161024
ToniBig_cpp-tableformatter	1	0	1	1	1	0	77	0	0	0	33.6875	1	0	0	16	20151218	20180730
TonoFilth_cbuilder	1	0	1	1	1	0	268	0	0	0	70.0	1	0	0	18	20140127	20140918
TonoFilth_ttracker	1	0	1	1	1	0	156	0	0	0	24.4	1	0	0	5	20140129	20140307
Tontiwisk_numerical-methods-tools	1	0	1	1	1	0	30	0	0	0	68.66666666666667	1	0	0	18	20170305	20180114
Tony-HSU_CodeForces	1	0	1	1	1	0	65	0	0	0	47.86666666666667	1	0	0	37	20151215	20160117
TonyChatfield_S1-RX8-AC-Display-controller	1	0	1	1	1	0	459	0	0	0	23.366666666666667	1	0	0	37	20170208	20181005
TonyJosi97_EDX_Algo_FirstAssignment	1	0	1	1	1	0	8	0	0	0	14.125	1	0	0	8	20170621	20170621
TonyWu386_text-adventure-game	1	0	1	1	1	0	172	0	0	0	55.75	1	0	0	4	20150923	20150923
ToolScribe_oddpi	0	0	1	1	1	0	136	0	0	0	17.0	2	0	0	2	20141031	20141031
Toothgip_Pong	1	0	1	1	1	0	2322	0	0	0	70.2	1	0	0	44	20140409	20180401
ToroLiu_TTGetDateTimeString	1	0	1	1	1	0	140	0	0	0	33.42857142857143	1	0	0	7	20131202	20140703
Tortoise232_Markade	1	0	1	1	1	0	320	0	0	0	27.0	1	0	0	4	20151002	20161213
Tosainu_CocoaTwit	1	0	1	1	1	0	152	0	0	0	14.0	1	0	0	1	20150228	20151114
TosyPitarz_Cpp-Stash	1	0	1	1	1	0	5	0	0	0	16.333333333333332	1	0	0	6	20170716	20170722
Touille_ED-Warthog-Target-Script	1	0	1	1	1	0	9439	0	0	0	207.0	1	0	6	257	20170101	20180805
Towerism_GJam-templates	1	0	1	1	1	0	140	0	0	0	60.0	1	0	0	3	20150417	20150417
ToxicPie_2048-potato	1	0	1	1	1	0	242	0	0	0	16.966666666666665	2	0	0	62	20171101	20171101
Toxsch_COMEnumerater	1	0	1	1	1	0	140	0	0	0	14.333333333333334	1	0	0	3	20141011	20141011
TrabajoLepra2015-2_Funciones	0	0	1	1	1	0	120	0	0	0	33.0	2	0	0	2	20151012	20151012
TrabajoLepra2015-2_Main.cpp	0	0	1	1	1	0	120	0	0	0	16.666666666666668	2	0	0	3	20151012	20151012
TrabajoLepra_Diccionario	0	0	1	1	1	0	212	0	0	0	30.875	3	0	0	16	20151029	20151029
TracingTools_traceutils	0	0	1	1	1	0	100	0	0	0	40.0	2	0	0	1	20140218	20140218
Trasselfrisyr_MiniWI	1	0	1	1	1	0	9229	0	0	0	92.7	1	0	0	74	20160414	20180626
TraxNet_ShadingZenCpp	1	6	1	1	1	0	320	0	0	0	59.43333333333333	1	0	0	36	20130428	20150430
Treagle350_BattleTanks	1	0	1	1	1	0	1376	0	0	0	104.0	1	0	0	8	20170822	20180805
Treasurenkawu16_Environmental-monitoring-with-Raspberry-Pi	1	6	1	1	1	0	57	0	0	0	28.1	3	0	0	57	20170326	20170406
Treboada_AsyncBlinker	0	2	1	1	1	0	46	0	0	0	22.666666666666668	2	0	2	18	20170917	20170917
Trekky12_photon_wordclock	1	0	1	1	1	0	339	0	0	0	26.2	1	0	0	5	20150828	20180904
TreyarchGames_ModLauncher	0	3	1	1	1	0	105	0	0	7	38.3	4	1	0	75	20161011	20181024
Tri-Team_AIFBS-CS	0	0	1	1	1	0	174	0	0	4	21.9375	3	0	0	16	20170926	20170927
Tri125_GestionAbonnement	1	1	1	1	1	0	340	0	9	0	79.5	1	0	0	33	20141024	20150404
Tri125_HealthCare	1	3	1	1	1	0	1084	0	9	0	129.33333333333334	1	0	0	35	20141103	20150416
Tri125_Mot_Cache	1	0	1	1	1	0	236	0	9	0	89.5	2	0	0	20	20140912	20150416
TriChromatic_BasicLib	1	0	1	1	1	0	148	0	0	0	33.714285714285715	1	0	0	7	20140912	20141201
Triavanicus_Raycast_Engine	1	0	1	1	1	0	184	0	0	0	38.333333333333336	1	0	0	6	20141118	20150509
Triavanicus_SDL2_Startup	1	0	1	1	1	0	144	0	0	0	34.5	1	0	0	2	20141118	20141118
TridentTD_TridentTD_Ubidots	1	0	1	1	1	0	893	0	0	0	26.37037037037037	1	0	0	27	20160622	20160622
Triple-Z_Library-Manager	1	1	1	1	1	0	265	0	0	0	34.529411764705884	1	0	2	17	20160404	20180302
Triple-Z_Online-Shopping-Mall-Information-Manager	1	0	1	1	1	0	43	0	0	0	19.466666666666665	1	0	2	15	20170105	20180624
Trisfald_cpp	1	0	1	1	1	0	103	0	0	0	26.633333333333333	1	0	0	57	20160430	20170317
Trisfald_jsontype	1	0	1	1	1	0	18	0	0	0	18.444444444444443	1	0	1	9	20170309	20170317
TrucHLe_ComputerSystems	1	0	1	1	1	0	240	0	0	0	16.166666666666668	1	0	0	18	20150419	20150424
TrueJournals_ShellBase	1	4	1	1	1	0	136	0	0	0	177.0909090909091	1	0	0	11	20130719	20131021
Trung241998_Flight-Data-Recorder-FDR-	1	0	1	1	1	0	15	0	0	0	18.125	1	0	0	8	20171009	20171009
Tsarpf_windows-default-playback-device-to-pcm-file	1	0	1	1	1	0	12	0	0	0	20.846153846153847	1	0	0	13	20151228	20181008
Tsubashi_ArtClientLibC	1	5	1	1	1	0	12	0	0	0	51.3	1	0	0	10	20150617	20160617
TurangaLeela_lambdamod	1	0	1	1	1	0	17	0	0	0	23.0	2	0	0	6	20141012	20161109
Turbine1991_cpp-feather-ini-parser	1	3	1	1	1	0	29	0	0	0	100.15	2	0	0	20	20140919	20181028
Turbine1991_cpp-gmod-addon-splitter	1	0	1	1	1	0	152	0	0	0	19.5	1	0	0	2	20141009	20141009
TurkeyMan_cpp-slice	1	1	1	1	1	0	828	0	0	0	42.34782608695652	2	1	0	23	20170319	20170319
TurkeyMan_virtualwrangler	1	0	1	1	1	0	7	0	0	0	15.333333333333334	1	0	0	3	20160325	20171202
TurnersAngels_EEE507_Coursework	1	0	1	1	1	0	44	0	0	0	18.8	1	0	0	5	20170428	20170428
TurtleHx_Bioshock-Physics-Unlocker	1	1	1	1	1	0	8	0	0	0	37.666666666666664	1	0	2	6	20151202	20181011
TurtleVision_spark_powerbox_relay	0	0	1	1	1	0	128	0	0	0	15.0	2	0	0	3	20150406	20150406
Turupawn_Arobles2014	1	0	1	1	1	0	160	0	30	0	13.5	1	0	0	2	20140822	20140822
TuxPPTeam_TuxPPClient	0	0	1	1	1	0	456	0	0	7	29.633333333333333	4	0	0	56	20141026	20150121
TuxPPTeam_TuxPPServer	0	0	1	1	1	0	284	0	0	7	35.166666666666664	4	0	0	34	20141026	20150121
Tuxman88_Hydra-Tools	1	0	1	1	1	0	152	0	0	0	20.0	1	0	0	2	20140706	20180501
Tvorba_Tvorba-gfx	0	0	1	1	1	0	225	0	0	0	48.142857142857146	1	0	0	14	20121125	20140516
TvrtkoM_XMazed	1	0	1	1	1	0	152	0	0	0	32.64705882352941	1	0	0	17	20110221	20140424
Twinklebear_lfwatch	1	0	1	1	1	0	400	0	0	0	108.03333333333333	1	0	1	55	20140530	20180121
Twinside_ViWm	1	2	0	0	1	0	288	0	0	0	34.06666666666667	1	0	0	96	20100316	20140418
TyRoXx_dcpupp	1	0	1	1	1	0	244	0	0	0	50.06666666666667	1	0	0	55	20120407	20141011
TyRoXx_protolang0	1	0	1	1	1	0	988	0	0	0	52.333333333333336	1	0	0	369	20121112	20140328
TyRoXx_serialization	1	0	1	1	1	0	700	0	0	0	50.733333333333334	1	0	0	201	20130525	20140428
TyberiousG_SuperImage	1	0	1	1	1	0	368	0	0	0	20.0	1	0	0	3	20140731	20140731
TylerBrock_game-of-life	1	0	1	1	1	0	164	0	0	0	16.6	1	0	0	10	20141105	20141105
TylerGrear_Siamese-BurmeseWar1785	1	0	1	1	1	0	160	0	0	0	95.5	1	0	0	2	20150813	20150814
TylerJMiller_ProgrammerTests	1	0	1	1	1	0	8	0	0	0	36.6	1	0	0	5	20160608	20160609
TylerOBrien_Cpp-HTTP-Request	1	0	1	1	1	0	132	0	0	0	15.0	1	0	0	4	20150805	20150805
TylerOBrien_Cpp-WebSocket-Server	1	0	1	1	1	0	16	0	0	0	60.083333333333336	1	0	0	12	20150805	20181102
TylerOBrien_EasyXInput	1	0	1	1	1	0	695	0	0	0	42.166666666666664	1	0	0	30	20140208	20181102
TylerSandman_marvin	1	0	1	1	1	0	42564	0	0	0	37.9	1	0	0	116	20140503	20170830
TylerTemp_Papocchio	1	0	1	1	1	0	296	0	0	0	41.142857142857146	2	0	0	14	20150207	20150616
TyounanMOTI_OneStepAudio	1	0	1	1	1	0	256	0	0	0	30.607142857142858	1	0	0	28	20130831	20181017
TypicalHog_THCrypt	1	2	1	1	1	0	40	0	0	0	25.2	1	0	4	67	20170615	20181031
Tyratox_PinballBot	1	0	1	1	1	1	376	0	4	0	52.166666666666664	2	0	1	135	20160310	20180611
TyrfingMjolnir_RedThread	1	0	1	1	1	0	128	0	0	0	26.2	1	0	0	5	20150404	20150404
Tzigamm_RaspiPin	1	0	1	1	1	0	19	0	0	0	24.285714285714285	1	0	0	7	20170127	20170127
U-MA_ant_book	1	0	1	1	1	0	216	0	0	0	29.333333333333332	1	0	0	18	20131109	20131109
U-MA_raytracing_practice	1	0	1	1	1	0	17	0	0	0	16.2	1	0	0	10	20160306	20160306
U-MA_simulation_cu	1	0	1	1	1	0	116	0	0	0	14.333333333333334	1	0	0	3	20170523	20180522
UCL_rsd-cppcourse-example	0	0	1	1	1	0	639	0	0	0	34.8235294117647	2	0	0	17	20130801	20140320
UCSB-CS16-F14_gmock-examples-first-try	0	0	1	1	1	0	180	0	0	0	39.666666666666664	2	0	0	12	20140903	20140903
UESTC-ACM_cdoj-resources	0	0	1	1	1	0	8	0	0	0	20.5	2	0	0	2	20151221	20151221
UFUPROD_POll	1	0	1	1	1	0	148	0	0	0	16.4	1	0	0	5	20140823	20140823
UMDBPP_BPPCell	0	1	1	1	1	0	56	0	0	2	91.73076923076923	3	0	2	26	20161114	20161114
UNAD-luisbenitez_pointer_dynamic-memory	0	0	1	1	1	0	132	0	0	0	40.4	2	0	0	5	20150815	20150815
UNR-RoboticsResearchLab_unr-ros-pkg	0	1	1	1	1	0	6366	0	0	23	59.833333333333336	5	0	0	55	20131106	20150603
UPCDevs_AED_Trabajo_Parcial_201602	0	0	1	1	1	0	10677	0	0	0	14.6	3	0	0	5	20160929	20160929
UVA-STAR_UVA	0	0	1	1	1	0	144	0	0	0	29.571428571428573	2	0	0	7	20150510	20150510
UbiquitousComputingSS14_HeartRateMonitor	0	1	1	1	1	0	508	0	0	0	42.46666666666667	2	0	0	54	20140611	20140702
Ugion_Skoluppgifter	1	0	1	1	1	0	5	0	0	0	28.6	1	0	0	5	20170316	20170317
UlaWalicka_tp3	1	0	1	1	1	0	840	0	1	0	43.333333333333336	2	0	0	45	20150527	20150527
Uladox_Cog	1	0	1	1	1	0	340	0	0	0	28.3	1	0	0	31	20140616	20140626
Ulfgard_aBLAS	1	0	1	1	1	0	77	0	0	0	61.8	1	0	0	5	20151123	20180125
UlisesFreitas_SneakyInput-for-cocos2d-x-v3.9-Cocos-Studio-projects	1	0	1	1	1	0	27	0	0	0	21.2	1	0	0	10	20160109	20180109
UlisesUgr_Prueba	1	0	1	1	1	0	340	0	0	0	23.666666666666668	1	0	0	3	20151029	20151029
UltiNaruto_GetGBAInfos	1	0	1	1	1	0	156	0	0	0	23.0	2	0	0	2	20150908	20150908
UltraGamingStudios_UltraGaming-Launcher	1	0	1	1	1	0	30	0	0	0	18.0	1	0	0	5	20170903	20170903
Umathor_sentence_unpack	1	0	1	1	1	0	152	0	0	0	46.42857142857143	1	0	0	7	20150701	20150701
Uname-a_semi_daily_programing_stuff	1	0	1	1	1	0	140	0	0	0	6.5	1	0	0	6	20150226	20150520
Unarmed1000_RapidVulkan	1	0	1	1	1	0	291	0	0	0	57.3	1	0	6	50	20160823	20181104
Uncannytable_selector	1	0	1	1	1	0	140	0	0	0	17.0	2	0	0	3	20150730	20150730
UnderPM_MT-II	1	0	1	1	1	0	6068	0	0	0	35.125	1	0	0	8	20170306	20170316
Undergrid_JsonStreamingParser	1	0	1	1	1	0	13	0	0	0	38.5	1	0	2	8	20160716	20180305
UndergroundLearning_metody-programowania	0	0	1	1	1	0	276	0	0	1	34.51851851851852	4	0	0	27	20131121	20140204
UniTN-Mechatronics_arduino-I2CStepperIMU	0	0	1	1	1	0	15	0	0	0	47.6875	2	0	0	16	20150601	20160505
UniTN-Mechatronics_arduino-Kalman	0	0	1	1	1	0	128	0	0	0	18.8	2	0	0	5	20150603	20150603
UniTN-Mechatronics_arduino-clockwork	0	0	1	1	1	0	140	0	0	0	27.0	2	0	0	6	20150520	20150520
UnicodeMan_Prog_3A_2	1	0	1	1	1	0	5970	0	0	0	18.8	1	0	0	58	20171008	20171022
Uniplast_Arduino	1	0	1	1	1	0	196	0	0	0	29.64	1	0	0	25	20150526	20150527
UnitecProgra3_2014Examen2	0	0	1	1	1	0	232	0	0	0	4.0	2	0	0	1	20141211	20141211
UnitecProgra3_2015Examen2	0	0	1	1	1	0	121	0	0	0	13.0	2	0	0	4	20150326	20150326
UnitecProgra3_Arboles	0	0	1	1	1	0	164	0	0	0	13.5	2	0	0	2	20140527	20140527
UnitecProgra3_Archivos	0	0	1	1	1	0	788	0	0	0	13.5	2	0	0	2	20140514	20140514
UnitecProgra3_ArchivosBinarios	0	0	1	1	1	0	168	0	0	0	13.666666666666666	2	0	0	3	20140521	20140521
UnitecProgra3_ArchivosBinariosScores	0	0	1	1	1	0	160	0	0	0	13.0	1	0	0	1	20140912	20140912
UnitecProgra3_ArchivosBinariosYPokemones	0	0	1	1	1	0	180	0	0	0	10.0	2	0	0	6	20140611	20140619
UnitecProgra3_EXAMEN-DE-PROGRA3	0	0	1	1	1	0	4680	0	0	0	26.0	2	0	0	2	20131106	20140421
UnitecProgra3_EjerciciosEnClaseArmadillo	0	0	1	1	1	0	568	0	0	0	14.545454545454545	2	0	0	11	20150729	20150729
UnitecProgra3_EjercicosAndres	0	0	1	1	1	0	248	0	0	0	24.25	2	0	0	4	20140723	20140723
UnitecProgra3_Examen1-2015	0	0	1	1	1	0	173	0	0	0	13.0	2	0	0	1	20150219	20150219
UnitecProgra3_Examen1-Noviembre-2014	0	0	1	1	1	0	164	0	0	0	7.0	2	0	0	1	20141106	20141106
UnitecProgra3_Examen1Armadillo	0	0	1	1	1	0	224	0	0	0	13.0	2	0	0	1	20150820	20150820
UnitecProgra3_Examen1Capybara	0	0	1	1	1	0	0	0	0	0	12.0	2	0	0	1	20151110	20151110
UnitecProgra3_Examen1Tiburon	0	0	1	1	1	0	220	0	0	0	13.0	2	0	0	1	20150518	20150518
UnitecProgra3_Examen2Armadillo	0	0	1	1	1	0	248	0	0	0	13.0	2	0	0	1	20150924	20150924
UnitecProgra3_Examen2ArmadilloCorregido	0	0	1	1	1	0	152	0	0	0	13.0	2	0	0	1	20151215	20151215
UnitecProgra3_Examen2Capybara	0	0	1	1	1	0	17	0	0	0	13.0	2	0	0	1	20151215	20151215
UnitecProgra3_Examen2Tiburon	0	0	1	1	1	0	224	0	0	0	13.0	2	0	0	1	20150622	20150622
UnitecProgra3_ExamenLabBurbujas	0	0	1	1	1	0	628	0	0	0	13.333333333333334	2	0	0	3	20140519	20140519
UnitecProgra3_ListasJulio2014	0	0	1	1	1	0	180	0	0	0	28.25	2	0	0	4	20140807	20140808
UnitecProgra3_PautaExamenLab1	0	0	1	1	1	0	664	0	0	0	11.0	2	0	0	4	20140516	20140516
UnitecProgra3_ScoresArchivosBinarios	0	0	1	1	1	0	192	0	0	0	10.0	2	0	0	3	20140910	20140910
UnitecProgra3_TestSDL2	0	0	1	1	1	0	1668	0	0	0	17.428571428571427	2	0	0	7	20140719	20140719
UnitecProgra3_Threads	0	0	1	1	1	0	256	0	0	0	21.4	2	0	0	5	20140606	20140606
UnitecProgra3_ejercicios-de-apuntadores-Osman13	0	0	1	1	1	0	156	0	0	0	13.5	1	0	0	2	20151019	20151019
UnitecProgra3_examen2verdadero-Turupawn	0	0	1	1	1	0	17	0	0	0	13.0	2	0	0	1	20151215	20151215
UnitecProgra3_marginylab3	0	0	1	1	1	0	10464	0	0	0	1.0	2	0	0	1	20131129	20140115
UnitecProgra3_simulacrodeexamen-Osman13	0	0	1	1	1	0	184	0	0	30	13.333333333333334	3	0	0	3	20151102	20151102
UnitecProgra3_simulacrodeexamen-Va5quez96	0	0	1	1	1	0	184	0	0	30	12.333333333333334	3	0	0	3	20151102	20151102
UnitecProgra3_simulacrodeexamen-Vacster	0	0	1	1	1	0	196	0	0	30	8.333333333333334	3	0	0	3	20151102	20151102
UnitecProgra3_simulacrodeexamen-cfslayer95	0	0	1	1	1	0	196	0	0	0	13.666666666666666	2	0	0	3	20151102	20151102
UnitecProgra3_tarea2Guillermo	0	0	1	1	1	0	4420	0	0	0	18.0	2	0	0	1	20131108	20140420
UnityLearner_Test	1	0	1	1	1	0	8	0	0	0	12.0	2	0	0	3	20151119	20151124
UniversalProgrammingOrganization_upo-lib	0	0	1	1	1	0	272	0	0	0	60.36363636363637	2	0	0	11	20131212	20140630
Universefei_DS-Algo	1	0	1	1	1	0	1888	0	12	0	16.25	2	0	0	4	20140708	20141016
Unknowncmbk_Benchmark	1	0	1	1	1	0	476	0	0	0	61.5	1	0	0	22	20150413	20170702
Unlikus_SleepServer	1	0	1	1	1	0	152	0	0	0	13.8	1	0	0	5	20141230	20150720
Unnamed-Software_QMLAnimatedCharts	0	0	1	1	1	0	120	0	0	1	11.5	3	0	0	4	20131229	20131229
UnrealCourse_02_BullCowGame	0	9	0	1	0	0	10478	0	0	30	25.0	5	1	0	54	20180617	20180617
UofMCodeLibrary_COMP3160	0	1	1	1	1	0	163	0	0	0	34.6	2	1	0	5	20141125	20141125
UpDownUp_TheMounaApp	1	0	0	1	1	0	2	0	0	0	15.0	1	0	1	2	20151125	20151125
UpsilonPuzzle_upsilon	0	0	1	1	1	0	403	0	0	0	45.074074074074076	2	0	1	27	20160518	20160601
UrbanCMC_foo_wpl	1	0	1	1	1	0	30	0	0	0	50.11538461538461	1	0	6	26	20150926	20170908
Urgush_FirstGitTest	1	0	1	1	1	0	12	0	0	0	9.090909090909092	1	0	0	11	20170729	20170729
UrielKaralden_3D-Graphics-Engine-Build	1	0	1	1	1	0	26	0	0	0	39.44444444444444	1	0	0	9	20170515	20170515
Urwumpe_b58hustler	1	0	1	1	1	0	140	0	0	0	71.4	1	0	0	5	20150110	20150111
Utkarsh9615_Coding-diaries-	1	0	1	1	1	0	16	0	0	0	33.833333333333336	1	0	0	6	20170308	20170629
UtkarshGupta_borland_chess	1	0	1	1	1	0	108	0	0	0	71.0	1	0	0	1	20150718	20170119
V-Go_3DStructuredLightScanner	1	0	1	1	1	0	88263	0	0	0	16.0	1	0	0	5	20160509	20170719
VA-2017_Language-Analyser	0	0	1	1	1	0	328	0	0	0	26.35	2	0	0	20	20170126	20170920
VCastille_Vision-Robotique	1	0	1	1	1	0	2436	0	0	0	38.333333333333336	2	0	0	3	20150210	20150220
VGonPa_ros-testing-tutorial	1	0	1	1	1	0	363	0	0	0	30.28	1	0	0	25	20140309	20180902
VSIONHAIRIES_CFOO	0	0	1	1	1	0	152	0	0	0	10.666666666666666	2	0	0	3	20150904	20150904
VSIONHAIRIES_CHEAP-FAT-OPEN	0	0	1	1	1	0	284	0	0	0	61.0	3	0	0	34	20150904	20150904
VSRonin_SnaQe	1	0	1	1	1	0	19224	0	0	0	42.416666666666664	1	0	0	12	20120905	20140204
VVind0wM4ker_MCBT	1	0	0	1	1	0	9	0	0	0	29.636363636363637	1	0	0	11	20160917	20160917
VaTTeRGeR_NEO6M	1	0	1	1	1	0	25	0	0	0	17.363636363636363	1	0	0	11	20170303	20170304
VaheDanielyan_Figures	1	0	1	1	1	0	140	0	0	0	43.333333333333336	1	0	0	3	20141212	20141212
Vaionescu_hello	1	0	1	1	1	0	11	0	0	0	46.285714285714285	1	0	0	7	20170725	20170725
Valian_opengl-joker	1	0	1	1	1	0	112	0	0	0	14.0	1	0	0	2	20160113	20160113
