owner.login_name	owner.type	open_issues_count	has_wiki	has_downloads	has_projects	archived	size	fork	owner_popularity	contributor_popularity	average_commit_char_count	num_contributors	num_pull_requests	num_releases	commits	created_time	updated_time
1-Cpp_CommandLineTools	0	0	1	1	1	0	136	0	0	0	49.0	2	0	0	3	20150722	20150722
10x10sw_SuperJX	1	0	1	1	1	0	35	0	0	0	65.11111111111111	1	0	0	9	20170311	20171017
11thmeu_comp	0	2	1	1	1	0	445	0	0	2	37.333333333333336	4	0	0	67	20150415	20150523
12345ieee_minimizer-comparison	1	0	1	1	1	0	12	0	0	0	22.375	1	0	0	16	20151121	20151122
13141516_design_parttern	1	0	1	1	1	0	19	0	0	0	12.416666666666666	1	0	0	12	20170223	20170223
1337ninja_UUIDGenerator	1	0	1	1	1	0	192	0	0	0	36.0	1	0	0	9	20150925	20160418
14gasher_patternizer	1	0	1	1	1	0	10284	0	0	0	44.8	1	0	0	39	20171004	20171014
1567_MarcQtProgram	0	0	1	1	1	0	160	0	0	0	22.307692307692307	2	0	0	13	20140417	20140418
173210_fake_libsurfaceflinger_client	1	0	1	1	1	0	152	0	0	0	8.5	1	0	0	2	20140222	20140505
1994_AvoidTuitle	1	0	1	1	1	0	17272	0	0	0	15.0	1	0	0	3	20150620	20150620
1ChicagoDave_GIS_GPS_Datalogger	1	0	1	1	1	0	360	0	0	0	23.142857142857142	1	0	0	7	20140109	20140316
1aam2am1_file_vector	1	0	1	1	1	0	0	0	0	0	25.5	1	0	0	6	20151115	20151115
1n5aN1aC_HouseESP	1	0	1	1	1	0	362	0	0	0	37.0	1	0	0	111	20161114	20171111
1technophile_NewRemoteSwitch	1	0	1	1	1	0	158	0	0	0	34.166666666666664	2	0	0	12	20170105	20181011
1ykos_asu	1	0	1	1	1	0	45	0	2	0	54.35	2	0	0	20	20160621	20160621
21garam_CppDemo	1	0	1	1	1	0	344	0	0	0	177.2	1	0	0	5	20141224	20141226
2236zml_log	1	0	1	1	1	0	148	0	0	0	14.5	1	0	0	2	20150930	20150930
226332_JaNieDojade	1	0	1	1	1	0	9155	0	0	0	19.666666666666668	1	0	0	18	20170531	20170619
227442698_learn_cplusplus	1	0	1	1	1	0	176	0	0	0	9.75	1	0	0	8	20140227	20140306
255_Toolbox	1	0	1	1	1	0	136	0	0	0	32.666666666666664	1	0	0	3	20150418	20150418
256shadesofgrey_arduino-tlv5638	1	0	1	1	1	0	148	0	0	0	18.0	1	0	0	2	20150211	20150211
276793422_WinEnvDetection	1	0	1	1	1	0	144	0	0	0	24.5	1	0	0	2	20150713	20180321
2Def_JumpSimulation	1	0	1	1	1	0	132	0	0	0	15.0	1	0	0	3	20141118	20141118
2bbb_cpp_memorandum	1	0	1	1	1	0	156	0	0	0	17.125	1	0	0	8	20150530	20150531
2bbb_ofxBrainfuck	1	0	1	1	1	0	112	0	0	0	7.0	1	0	0	1	20140603	20140603
2bbb_ofxFunctional_08x	1	0	1	1	1	0	132	0	0	0	22.571428571428573	1	0	0	7	20141215	20141221
2bbb_ofxKeyEvent	1	0	1	1	1	0	13	0	0	0	21.24	1	0	0	25	20160501	20160526
2bbb_ofxSmartOscSender	1	0	1	1	1	0	30	0	0	0	18.73076923076923	1	0	0	26	20151112	20180716
2bbb_ofxTBTexture	1	0	1	1	1	0	116	0	0	0	23.25	1	0	0	4	20130811	20140326
2bitdreamer_sd6_lab	1	0	1	1	1	0	10445	0	0	0	27.75	1	0	0	4	20160111	20160111
2bndy5_steamTime	1	0	1	1	1	0	220594	0	0	0	120.23333333333333	2	0	0	118	20170324	20170512
2kan_TrelScript	1	1	1	1	1	0	69	0	0	0	62.333333333333336	2	0	0	80	20130319	20180204
2mac_ShiftRegister	1	0	1	1	1	0	167	0	0	0	28.333333333333332	1	0	0	12	20151015	20160126
2tim_peakdetect	1	0	1	1	1	0	144	0	0	0	24.5	1	0	0	2	20140630	20140630
3078120_BCOT-C	1	0	1	1	1	0	14	0	0	0	22.266666666666666	1	0	0	15	20170213	20170213
337529542_CyLeak	1	0	1	1	1	0	128	0	0	0	8.5	1	0	0	2	20131203	20140520
337529542_CyMemory	1	0	1	1	1	0	120	0	0	0	7.0	1	0	0	3	20131205	20131206
337529542_VideoMana	1	0	1	1	1	0	28320	0	0	0	5.8	1	0	0	5	20140626	20140626
360yen_vigilant-octo-funicular	1	0	1	1	1	0	139	0	0	0	17.285714285714285	1	0	0	7	20161107	20161107
39M_BreakoutClone	1	0	1	1	1	0	600	0	0	0	8.666666666666666	1	0	0	6	20151104	20151104
